Tweetidnumber,numimagesboth,tweetertype,tweeterteases,mention,numimgfem,numimgneither,numimgmuscular,numimgskinny,numimgbutt,numimgthigh,numimgarm,numimgneck,numimgtorso,numimgwaist,numimgbody,numimghealthyfood,imgfocuselse,imgfocusbody,imgfocusfood,webtopicelse,webtopicpa,webtopichealtyeat,webtopicdiet,webbroken,web,imagevid,medtype,hashtagonly,english,relevant,promotional,mentionmeds,mentioneatless,mentioneathealthy,mentionexercise,mentionstrength,mentionloseweight,mentionbinge,mentionvomit,mentionwantbody,mentionnone,mentiondisorder,noimage,webtopicmeds,numimgcandy,numimgcombo,numimgmale,numimgcanttell,name1,RT,likes,replies,Followed,Followers,Tweets,Favorites,thinspo,fitspo,thinfit,binumimagesboth,binumimgfem,binumimgarm,binumimgneither,binumimgmuscular,binumimgskinny,binumimgbutt,binumimgthigh,binumimgneck,binumimgtorso,binumimgwaist,binumimgbody,binumimghealthyfood,binumimgcandy,binumimgcombo,binumimgmale,binumimgcanttell
21897,0,person representing personal views,Neutral and/or unable to tell,0,4,0,0,4,0,0,0,0,1,2,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,464,27,17,0,1222,1991,27678,24,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,NA,NA,NA,No,No
47755,0,person representing personal views,No,1,4,0,0,4,0,3,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,Eating healthier food,Exercising harder/more often,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,186,26,31,0,1941,5715,9603,8979,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
58379,0,person representing personal views,No,1,4,0,0,4,0,3,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,Eating healthier food,Exercising harder/more often,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,333,26,31,0,76,154,1383,246,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
4426,0,person representing personal views,No,1,4,1,0,3,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,466,26,26,0,134,112,442,221,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
44678,0,person representing personal views,Neutral and/or unable to tell,0,4,0,0,4,0,1,0,0,2,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,474,26,12,0,138,178,446,176,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
41063,0,person representing personal views,No,0,1,0,0,1,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,490,26,36,0,143,320,7690,796,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,No,No
27188,0,person representing personal views,No,1,1,0,0,1,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,540,26,36,0,154,133,4718,488,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,No,No
26211,0,person representing personal views,No,0,4,0,0,4,0,0,0,2,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,482,25,27,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,No,No
26218,0,person representing personal views,No,0,4,0,0,4,0,0,0,2,0,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,9,25,27,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,No,No
9932,0,person representing personal views,No,1,4,3,0,1,0,0,0,0,1,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,42,25,22,0,47,113,1292,118,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
62773,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,62,25,20,0,203,311,9409,586,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
41131,NA,person representing personal views,Neutral and/or unable to tell,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something else,NA,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,NA,NA,388,25,13,0,447,370,1763,777,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62844,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tweet is not working / can't access the tweet,Unable to tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,25,20,0,231,283,2687,159,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29810,0,person representing personal views,No,1,4,2,0,2,0,0,0,1,2,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,458,25,32,0,710,1693,29144,7392,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,No,No
41069,NA,person representing personal views,Neutral and/or unable to tell,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something else,NA,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,NA,NA,460,25,13,0,795,427,17389,212,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24341,0,person representing personal views,No,1,4,3,0,1,0,0,1,0,2,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,17,23,46,0,222,30,670,304,1,0,thinspo,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,No,No
3346,0,person representing personal views,No,1,4,2,0,2,0,0,0,1,2,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,92,23,22,0,696,443,752,110,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,NA,NA,NA,No,No
63199,0,person representing personal views,No,1,4,0,0,4,0,2,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,126,23,17,0,105,60,152,34,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
46646,0,person representing personal views,No,0,4,2,0,2,0,2,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,193,23,17,0,221,219,308,22,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,NA,NA,NA,No,No
20218,0,person representing personal views,No,1,1,0,1,0,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,Exercising harder/more often,No,No,No,No,No,No,No,NA,NA,NA,NA,0,0,552,23,39,1,211,34,49,71,0,1,fitspo,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,NA,NA,NA,No,No
48626,0,person representing personal views,No,1,4,0,0,4,0,4,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,3,22,16,0,2727,1222,58426,18269,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
25093,0,person representing personal views,No,0,4,3,0,1,0,2,0,1,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,130,22,31,2,71,95,194,38,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,No,No
48973,0,person representing personal views,No,0,4,0,0,4,0,0,0,1,0,3,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,303,22,24,0,180,54,1061,344,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,No,No
33747,0,person representing personal views,No,0,4,4,0,0,0,3,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,94,21,21,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,NA,NA,NA,No,No
35383,0,person representing personal views,No,0,1,1,0,0,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,501,21,33,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,NA,NA,NA,No,No
9226,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,37,21,28,1,1401,1468,1855,4192,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
61904,0,person representing personal views,No,1,4,0,0,4,0,3,0,0,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,271,21,20,0,345,114,172,14,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,NA,NA,NA,No,No
30516,0,person representing personal views,No,1,1,0,0,1,0,0,0,1,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,281,21,18,0,1023,1178,12052,5807,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,No,No
60716,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,359,21,28,0,132,73,152,14,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
312,0,person representing personal views,No,1,1,1,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,423,21,48,1,674,555,12930,13650,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
64536,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,0,1,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,453,21,28,0,208,121,627,672,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,No,No
14749,0,person representing personal views,No,0,4,3,0,1,0,4,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,542,21,21,0,85,161,683,290,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
24348,0,person representing personal views,No,1,4,4,0,0,0,0,0,1,2,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,17,20,57,0,222,30,670,304,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,No,No
56933,0,person representing personal views,No,1,4,0,0,3,0,1,0,1,2,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,116,20,17,0,350,226,1603,501,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,No,No
55386,0,person representing personal views,No,1,4,0,0,4,0,1,0,1,2,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,362,20,17,0,576,1013,15136,7483,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,No,No
4081,0,person representing personal views,No,1,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,417,20,19,0,761,514,651,423,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
4404,0,person representing personal views,No,1,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,466,20,19,0,134,112,442,221,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
26689,0,person representing personal views,No,1,3,2,0,1,0,0,0,0,0,0,3,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,186,19,23,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
35445,0,person representing personal views,No,0,3,0,0,3,0,0,0,0,1,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,186,19,21,3,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
35452,0,person representing personal views,No,0,3,0,0,3,0,0,0,0,1,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,362,19,21,3,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
47652,0,person representing personal views,No,0,1,0,0,1,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,195,19,26,1,896,2369,20121,6858,1,0,thinspo,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,No,No
27498,0,person representing personal views,No,1,2,2,0,0,0,0,0,0,1,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,240,19,27,0,184,495,2678,2127,1,0,thinspo,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
30541,0,person representing personal views,No,1,4,0,0,4,0,0,0,0,2,0,2,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,281,19,19,0,1023,1178,12052,5807,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,No,No
26255,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,18,35,0,NA,NA,NA,NA,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33417,0,person representing personal views,No,1,2,2,0,0,0,2,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,211,18,25,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No
33549,0,person representing personal views,No,0,1,1,0,0,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,313,18,25,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No
33737,0,person representing personal views,No,0,1,1,0,0,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,94,18,25,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No
33920,0,person representing personal views,No,0,2,1,0,0,0,1,0,0,0,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,346,18,25,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,NA,NA,No,No
3963,0,person representing personal views,Neutral and/or unable to tell,1,11,8,0,3,0,0,0,2,5,0,4,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,NA,Image(s) or video(s),NA,No,No,Yes,No,NA,NA,NA,NA,NA,Losing weight or wanting to be thinner,NA,NA,NA,NA,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,0,0,39,18,24,1,167,174,1202,247,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,NA,NA,No,No
19456,0,person representing personal views,No,0,4,3,0,1,0,2,0,1,2,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,No,No,No,NA,NA,NA,NA,0,0,137,18,20,0,111,348,1618,4417,1,0,thinspo,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,No,No
29410,0,person representing personal views,No,1,1,0,0,1,0,0,0,0,1,0,0,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,470,18,25,0,1727,1826,31017,5249,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,No,No
60731,0,unable to tell,No,0,1,0,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,No,Yes,Yes,No,No,Eating less food/fewer calories,No,No,No,Losing weight or wanting to be thinner,No,Vomiting or fasting,No,No,No,NA,NA,NA,NA,0,0,565,18,34,0,950,1581,38592,1631,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
35433,0,person representing personal views,No,0,1,0,0,1,0,0,0,0,0,0,1,NA,No,A body or parts of a body,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,No,NA,NA,NA,NA,0,0,236,17,31,0,NA,NA,NA,NA,1,0,thinspo,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,NA,NA,NA,No,No
61326,NA,person representing personal views,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something else,NA,NA,NA,NA,NA,NA,NA,No,Image(s) or video(s),NA,Yes,Yes,Yes,No,No,No,No,No,No,Losing weight or wanting to be thinner,No,No,"Wanting a body feature to look a specific way (must identify a specific body part, such as wanting smaller thighs, etc)",No,"Specifically mentions an eating disorder (e.g., anorexia, bulimia, BED, ana, mia, etc.)",NA,NA,NA,NA,NA,NA,17,17,29,0,222,30,670,304,1,0,thinspo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
